"ts","amount","block_trade_id","direction","index_price","price","mark_price","trade_id","trade_seq"
"2024-04-17 19:47:24.831+00",5010,"","buy",61080.9,61057.5,61062.48,"297862198",205029934
"2024-04-17 19:47:24.827+00",550,"","buy",61080.9,61057.5,61062.48,"297862197",205029933
"2024-04-17 19:47:24.811+00",5010,"","sell",61080.9,61137.5,61134.81,"297862196",304647
"2024-04-17 19:47:24.81+00",4990,"","buy",61080.9,61057.5,61062.48,"297862195",205029932
"2024-04-17 19:47:24.793+00",4990,"","sell",61080.9,61137.5,61134.81,"297862194",304646
"2024-04-17 19:47:24.772+00",2510,"","buy",61080.9,61057.5,61062.48,"297862193",205029931
"2024-04-17 19:47:24.767+00",2390,"","buy",61080.9,61057.5,61062.48,"297862192",205029930
"2024-04-17 19:47:24.76+00",560,"","buy",61080.9,61057.5,61062.48,"297862191",205029929
"2024-04-17 19:47:24.489+00",90,"","buy",61073.89,61057.5,61055.47,"297862190",205029928
"2024-04-17 19:47:23.215+00",10,"","buy",61068.2,61056.5,61049.21,"297862189",205029927
"2024-04-17 19:47:23.192+00",10,"","buy",61068.2,61056.5,61049.21,"297862188",205029926
"2024-04-17 19:47:22.361+00",10470,"","buy",61060.14,61041,61041.15,"297862186",205029924
"2024-04-17 19:47:22.361+00",10,"","buy",61060.14,61041,61041.15,"297862187",205029925
"2024-04-17 19:47:22.352+00",7020,"","buy",61060.14,61041,61041.15,"297862185",205029923
"2024-04-17 19:47:22.347+00",7510,"","buy",61060.14,61041,61041.15,"297862184",205029922
"2024-04-17 19:47:22.32+00",10,"","buy",61060.14,61041,61041.15,"297862183",205029921
"2024-04-17 19:47:21.334+00",10,"","buy",61057.97,61020,61032.62,"297862182",85668
"2024-04-17 19:47:20.095+00",10,"","buy",61051.86,61039.5,61032.54,"297862180",205029919
"2024-04-17 19:47:20.095+00",5000,"","buy",61051.86,61043.5,61032.54,"297862181",205029920
"2024-04-17 19:47:20.013+00",5010,"","sell",61051.86,61110,61104.87,"297862179",304645
"2024-04-17 19:47:20.012+00",10,"","buy",61051.86,61030,61032.64,"297862177",205029917
"2024-04-17 19:47:20.012+00",4980,"","buy",61051.86,61030,61032.64,"297862178",205029918
"2024-04-17 19:47:19.992+00",4990,"","sell",61051.86,61110,61104.87,"297862176",304644
"2024-04-17 19:47:18.849+00",5010,"","buy",61049.03,61038.5,61029.66,"297862175",205029916
"2024-04-17 19:47:18.819+00",10,"","buy",61049.03,61026,61029.66,"297862172",205029913
"2024-04-17 19:47:18.819+00",2500,"","buy",61049.03,61039.5,61029.66,"297862173",205029914
"2024-04-17 19:47:18.819+00",2470,"","buy",61049.03,61039.5,61029.66,"297862174",205029915
"2024-04-17 19:47:18.763+00",5010,"","sell",61049.03,61102.5,61102.07,"297862171",304643
"2024-04-17 19:47:18.762+00",10,"","buy",61049.03,61022.5,61029.66,"297862170",205029912
"2024-04-17 19:47:18.751+00",4990,"","sell",61049.03,61102.5,61102.07,"297862169",304642
"2024-04-17 19:47:17.747+00",10,"","buy",61046.58,61019,61027.09,"297862168",205029911
"2024-04-17 19:47:17.744+00",1170,"","buy",61046.58,61019,61027.09,"297862167",205029910
"2024-04-17 19:47:17.737+00",1280,"","buy",61046.58,61019,61027.09,"297862166",205029909
"2024-04-17 19:47:17.728+00",1310,"","buy",61046.58,61019,61027.09,"297862165",205029908
"2024-04-17 19:47:17.728+00",150,"","buy",61046.58,61019,61027.09,"297862164",205029907
"2024-04-17 19:47:17.666+00",350,"","buy",61046.58,61019,61027.09,"297862163",205029906
"2024-04-17 19:47:17.666+00",10,"","buy",61046.58,61019,61027.09,"297862162",205029905
"2024-04-17 19:47:15.085+00",4990,"","buy",61042.54,61019,61023.14,"297862161",205029904
"2024-04-17 19:47:15.085+00",10,"","buy",61042.54,61019,61023.14,"297862160",205029903
"2024-04-17 19:47:15.055+00",10,"","buy",61042.54,61027.5,61023.51,"297862159",205029902
"2024-04-17 19:47:15.031+00",5000,"","sell",61042.54,61092.5,61095.63,"297862158",304641
"2024-04-17 19:47:15.012+00",10,"","sell",61042.54,61092.5,61095.63,"297862157",304640
"2024-04-17 19:47:15.009+00",9980,"","buy",61042.54,61012.5,61023.51,"297862156",205029901
"2024-04-17 19:47:15.009+00",10,"","buy",61042.54,61012.5,61023.51,"297862155",205029900
"2024-04-17 19:47:14.994+00",9990,"","sell",61042.54,61092.5,61095.63,"297862154",304639
"2024-04-17 19:47:11.495+00",56000,"","sell",61037.9,61012,61019.37,"297862149",205029895
"2024-04-17 19:47:11.495+00",100,"","sell",61037.9,61012,61019.37,"297862151",205029897
"2024-04-17 19:47:11.495+00",12090,"","sell",61037.9,61012,61019.37,"297862152",205029898
"2024-04-17 19:47:11.495+00",1190,"","sell",61037.9,61012,61019.37,"297862150",205029896
"2024-04-17 19:47:11.495+00",24540,"","sell",61037.9,61012,61019.37,"297862153",205029899
"2024-04-17 19:47:03.521+00",8540,"","sell",61053.07,61026.5,61037.27,"297862141",205029888
"2024-04-17 19:47:03.521+00",20000,"","sell",61053.07,61022,61037.27,"297862142",205029889
"2024-04-17 19:47:03.521+00",81160,"","sell",61053.07,61021.5,61037.27,"297862146",205029893
"2024-04-17 19:47:03.521+00",12090,"","sell",61053.07,61022,61037.27,"297862144",205029891
"2024-04-17 19:47:03.521+00",12090,"","sell",61053.07,61022,61037.27,"297862145",205029892
"2024-04-17 19:47:03.521+00",42500,"","sell",61053.07,61021,61037.27,"297862147",205029894
"2024-04-17 19:47:03.521+00",24180,"","sell",61053.07,61022,61037.27,"297862143",205029890
"2024-04-17 19:47:03.203+00",100,"","sell",61059.59,61036.5,61043.79,"297862139",205029886
"2024-04-17 19:47:03.203+00",12830,"","sell",61059.59,61036.5,61043.79,"297862140",205029887
"2024-04-17 19:47:02.83+00",1230,"","sell",61059.59,65000,65015.2,"297862138",228763
"2024-04-17 19:47:00.59+00",7510,"","buy",61055.69,61054,61039.49,"297862135",205029884
"2024-04-17 19:47:00.59+00",10,"","buy",61055.69,61045,61039.49,"297862134",205029883
"2024-04-17 19:47:00.59+00",140,"","buy",61055.69,61054,61039.49,"297862136",205029885
"2024-04-17 19:47:00.565+00",10,"","buy",61055.69,61022.5,61033.77,"297862132",85667
"2024-04-17 19:47:00.523+00",10,"","buy",61051.69,61036.5,61035.49,"297862130",205029881
"2024-04-17 19:47:00.523+00",2330,"","buy",61051.69,61036.5,61035.49,"297862131",205029882
"2024-04-17 19:47:00.512+00",10,"","sell",61051.69,61117.5,61106.55,"297862129",304638
"2024-04-17 19:47:00.476+00",9990,"","sell",61051.69,61117.5,61106.55,"297862128",304637
"2024-04-17 19:46:59.998+00",10,"","buy",61051.69,61035,61035.3,"297862127",205029880
"2024-04-17 19:46:59.957+00",10,"","sell",61051.69,61110,61106.52,"297862126",304636
"2024-04-17 19:46:59.942+00",50,"","buy",61051.69,61030.5,61035.3,"297862124",205029878
"2024-04-17 19:46:59.942+00",9940,"","buy",61051.69,61030.5,61035.3,"297862125",205029879
"2024-04-17 19:46:59.942+00",10,"","buy",61051.69,61030.5,61035.3,"297862123",205029877
"2024-04-17 19:46:59.923+00",10000,"","sell",61051.69,61110,61106.52,"297862122",304635
"2024-04-17 19:46:57.453+00",9990,"","buy",61051.08,61038.5,61034.91,"297862121",205029876
"2024-04-17 19:46:57.407+00",10,"","buy",61047.4,61026.5,61031.23,"297862120",205029875
"2024-04-17 19:46:57.04+00",10000,"","sell",61047.4,61105,61102.21,"297862119",304634
"2024-04-17 19:46:56.651+00",10,"","buy",61047.4,61023.5,61031.05,"297862117",205029873
"2024-04-17 19:46:56.651+00",70,"","buy",61047.4,61023.5,61031.05,"297862118",205029874
"2024-04-17 19:46:55.583+00",12090,"","sell",61041.31,61017,61024.71,"297862114",205029870
"2024-04-17 19:46:55.583+00",29500,"","sell",61041.31,61022.5,61024.71,"297862110",205029866
"2024-04-17 19:46:55.583+00",19300,"","sell",61041.31,61022.5,61024.71,"297862111",205029867
"2024-04-17 19:46:55.583+00",12090,"","sell",61041.31,61017,61024.71,"297862115",205029871
"2024-04-17 19:46:55.583+00",6000,"","sell",61041.31,61019.5,61024.71,"297862112",205029868
"2024-04-17 19:46:55.583+00",33520,"","sell",61041.31,61017,61024.71,"297862116",205029872
"2024-04-17 19:46:55.583+00",12090,"","sell",61041.31,61017,61024.71,"297862113",205029869
"2024-04-17 19:46:55.43+00",6050,"","buy",61041.31,61033.5,61024.71,"297862106",205029865
"2024-04-17 19:46:55.392+00",3950,"","buy",61042.15,61013.5,61025.55,"297862105",205029864
"2024-04-17 19:46:55.391+00",3800,"","sell",61042.15,61092.5,61096.48,"297862104",304633
"2024-04-17 19:46:55.386+00",6200,"","sell",61042.15,61092.5,61096.48,"297862103",304632
"2024-04-17 19:46:55.386+00",3800,"","buy",61042.15,61013.5,61025.55,"297862102",205029863
"2024-04-17 19:46:55.34+00",3800,"","sell",61042.15,61092.5,61096.48,"297862101",304631
"2024-04-17 19:46:53.346+00",5600,"","buy",61036.85,61013.5,61021.02,"297862100",205029862
"2024-04-17 19:46:53.341+00",600,"","buy",61036.85,61013.5,61021.02,"297862099",205029861
"2024-04-17 19:46:53.339+00",5000,"","sell",61036.85,61095,61091.91,"297862097",304629
"2024-04-17 19:46:53.339+00",600,"","sell",61036.85,61092.5,61091.91,"297862098",304630
"2024-04-17 19:46:53.322+00",600,"","sell",61036.85,61095,61091.91,"297862096",304628
"2024-04-17 19:46:53.321+00",9400,"","buy",61036.85,61013.5,61021.02,"297862095",205029860
"2024-04-17 19:46:53.299+00",9400,"","sell",61036.85,61095,61091.91,"297862094",304627
"2024-04-17 19:46:46.087+00",550,"","buy",61026.53,61013.5,61013.28,"297862092",205029859
"2024-04-17 19:46:46.019+00",50,"","buy",61026.53,61001.5,61013.48,"297862091",205029858
"2024-04-17 19:46:45.997+00",600,"","sell",61026.53,61082.5,61083.01,"297862090",304626
"2024-04-17 19:46:45.848+00",7510,"","buy",61026.53,61001.5,61013.48,"297862089",205029857
"2024-04-17 19:46:45.838+00",4990,"","buy",61026.53,61001.5,61013.48,"297862088",205029856
"2024-04-17 19:46:43.586+00",110,"","sell",61024.17,61001,61011.89,"297862086",205029855
"2024-04-17 19:46:40.958+00",1020,"","sell",61037.87,64962.5,64994.07,"297862085",228762
"2024-04-17 19:46:39.525+00",1470,"","sell",61049.36,61022.5,61031.43,"297862084",85666
"2024-04-17 19:46:38.868+00",10000,"","sell",61049.36,61031,61039.42,"297862081",205029852
"2024-04-17 19:46:38.868+00",10000,"","sell",61049.36,61033,61039.42,"297862080",205029851
"2024-04-17 19:46:38.868+00",10000,"","sell",61049.36,61030.5,61039.42,"297862082",205029853
"2024-04-17 19:46:38.868+00",10000,"","sell",61049.36,61030,61039.42,"297862083",205029854
"2024-04-17 19:46:38.808+00",10000,"","sell",61049.36,61034,61039.42,"297862079",205029850
"2024-04-17 19:46:38.69+00",4530,"","sell",61049.36,61034.5,61039.42,"297862078",205029849
"2024-04-17 19:46:38.617+00",10000,"","sell",61049.36,61035.5,61039.42,"297862077",205029848
"2024-04-17 19:46:38.43+00",10,"","sell",61043.08,61037,61033.14,"297862076",205029847
"2024-04-17 19:46:38.133+00",9990,"","sell",61043.08,61037,61033.14,"297862075",205029846
"2024-04-17 19:46:38.031+00",30,"","buy",61043.08,61037.5,61033.14,"297862074",205029845
"2024-04-17 19:46:37.932+00",790,"","buy",61058.61,61037.5,61048.67,"297862073",205029844
"2024-04-17 19:46:37.783+00",1690,"","buy",61058.61,61047,61048.67,"297862072",205029843
"2024-04-17 19:46:37.613+00",280,"","sell",61058.61,61048,61048.67,"297862071",205029842
"2024-04-17 19:46:37.294+00",100,"","sell",61043.08,61050,61032.75,"297862070",205029841
"2024-04-17 19:46:37.06+00",100,"","sell",61069.86,61052,61059.53,"297862067",205029838
"2024-04-17 19:46:37.06+00",110,"","sell",61069.86,61052,61059.53,"297862069",205029840
"2024-04-17 19:46:37.06+00",280,"","sell",61069.86,61052,61059.53,"297862066",205029837
"2024-04-17 19:46:37.06+00",100,"","sell",61069.86,61052,61059.53,"297862065",205029836
"2024-04-17 19:46:37.06+00",280,"","sell",61069.86,61052,61059.53,"297862064",205029835
"2024-04-17 19:46:37.06+00",280,"","sell",61069.86,61052,61059.53,"297862068",205029839
"2024-04-17 19:46:36.452+00",3660,"","sell",61043.08,61056,61031.84,"297862063",205029834
"2024-04-17 19:46:36.007+00",11250,"","buy",61070.2,61052.5,61058.96,"297862061",205029832
"2024-04-17 19:46:36.007+00",8750,"","buy",61070.2,61056.5,61058.96,"297862062",205029833
"2024-04-17 19:46:36.006+00",10000,"","buy",61070.2,61052.5,61058.96,"297862060",205029831
"2024-04-17 19:46:35.679+00",10000,"","sell",61043.08,61132.5,61103.42,"297862059",304625
"2024-04-17 19:46:35.648+00",3750,"","buy",61038.2,61052.5,61026.33,"297862058",205029830
"2024-04-17 19:46:35.648+00",200,"","buy",61038.2,61052.5,61026.33,"297862057",205029829
"2024-04-17 19:46:34.636+00",3020,"","buy",61038.2,61047,61026.33,"297862056",205029828
"2024-04-17 19:46:34.634+00",160,"","buy",61038.2,62080,62055.64,"297862055",1159548
"2024-04-17 19:46:34.633+00",7460,"","buy",61038.2,61040.5,61026.33,"297862054",205029827
"2024-04-17 19:46:34.631+00",11840,"","buy",61038.2,61040.5,61026.33,"297862053",205029826
"2024-04-17 19:46:34.631+00",500,"","buy",61038.2,61040.5,61026.33,"297862052",205029825
"2024-04-17 19:46:33.692+00",2490,"","buy",61038.2,61041,61025.84,"297862051",205029824
"2024-04-17 19:46:33.692+00",7510,"","buy",61038.2,61041,61025.84,"297862050",205029823
"2024-04-17 19:46:33.267+00",22780,"","buy",61026.54,61020,61014.18,"297862049",205029822
"2024-04-17 19:46:33.242+00",1720,"","buy",61026.54,61020,61014.18,"297862048",205029821
"2024-04-17 19:46:33.211+00",4500,"","sell",61026.54,61100,61085.75,"297862047",304624
"2024-04-17 19:46:33.211+00",5500,"","sell",61026.54,61100,61085.75,"297862046",304623
"2024-04-17 19:46:33.09+00",20,"","buy",61026.54,61020,61013.99,"297862044",205029819
"2024-04-17 19:46:33.09+00",500,"","buy",61026.54,61020,61013.99,"297862045",205029820
"2024-04-17 19:46:32.13+00",30,"","buy",61008.01,61009,60995.46,"297862043",205029818
"2024-04-17 19:46:32.13+00",5800,"","buy",61008.01,61009,60995.46,"297862042",205029817
"2024-04-17 19:46:32.124+00",1100,"","buy",61008.01,61009,60995.46,"297862041",205029816
"2024-04-17 19:46:32.108+00",7510,"","buy",61008.01,61009,60995.46,"297862040",205029815
"2024-04-17 19:46:32.102+00",1710,"","buy",61008.01,61009,60995.46,"297862039",205029814
"2024-04-17 19:46:32.082+00",7510,"","buy",61008.01,61009,60995.46,"297862038",205029813
"2024-04-17 19:46:32.08+00",610,"","buy",61008.01,61009,60995.46,"297862037",205029812
"2024-04-17 19:46:32.052+00",760,"","buy",61008.01,61009,60995.46,"297862036",205029811
"2024-04-17 19:46:31.693+00",5000,"","buy",61008.01,61000,60995.01,"297862035",205029810
"2024-04-17 19:46:30.705+00",14940,"","buy",61006.95,60999,60993.67,"297862034",205029809
"2024-04-17 19:46:28.475+00",10000,"","buy",61004.56,61000,60990.87,"297862031",205029808
"2024-04-17 19:46:28.273+00",530,"","buy",60992.5,60988,60978.81,"297862030",205029807
"2024-04-17 19:46:28.156+00",10000,"","sell",60992.5,61067.5,61049.41,"297862029",304622
"2024-04-17 19:46:27.947+00",1220,"","buy",60992.5,60988,60978.81,"297862028",205029806
"2024-04-17 19:46:27.943+00",6460,"","buy",60992.5,60988,60978.81,"297862027",205029805
"2024-04-17 19:46:27.901+00",3290,"","buy",60992.5,60988,60978.81,"297862026",205029804
"2024-04-17 19:46:27.893+00",1000,"","buy",60992.5,60988,60978.81,"297862025",205029803
"2024-04-17 19:46:27.888+00",30,"","buy",60992.5,60986.5,60978.81,"297862024",205029802
"2024-04-17 19:46:27.121+00",10,"","buy",60985.79,60965,60965.24,"297862023",85665
"2024-04-17 19:46:26.388+00",1490,"","buy",60985.79,60978,60971.36,"297862021",205029801
"2024-04-17 19:46:26.319+00",3260,"","buy",60985.79,60978,60971.36,"297862020",205029800
"2024-04-17 19:46:26.304+00",280,"","buy",60985.79,60978,60971.36,"297862019",205029799
"2024-04-17 19:46:26.09+00",7890,"","buy",60980.53,60971,60966.1,"297862016",205029797
"2024-04-17 19:46:26.09+00",25000,"","buy",60980.53,60971,60966.1,"297862017",205029798
"2024-04-17 19:46:25.57+00",2100,"","buy",60980.53,60971,60965.94,"297862014",205029796
"2024-04-17 19:46:25.566+00",1520,"","buy",60980.53,60971,60965.94,"297862013",205029795
"2024-04-17 19:46:24.159+00",180,"","buy",60976.19,60971,60961.46,"297862010",205029794
"2024-04-17 19:46:24.131+00",3320,"","buy",60976.19,60971,60961.46,"297862009",205029793
"2024-04-17 19:46:23.729+00",9990,"","buy",60976.19,60971,60961.23,"297862008",205029792
"2024-04-17 19:46:23.532+00",10,"","buy",60976.19,60965,60961.23,"297862007",205029791
"2024-04-17 19:46:23.289+00",10000,"","sell",60975.48,61042.5,61029.84,"297862006",304621
"2024-04-17 19:46:23.242+00",5000,"","buy",60976.19,60964,60961.23,"297862004",205029789
"2024-04-17 19:46:23.242+00",9340,"","buy",60976.19,60964.5,60961.23,"297862005",205029790
"2024-04-17 19:46:23.198+00",25000,"","buy",60976.19,60962.5,60961.23,"297862003",205029788
"2024-04-17 19:46:23.198+00",10,"","buy",60976.19,60962.5,60961.23,"297862001",205029786
"2024-04-17 19:46:23.198+00",30,"","buy",60976.19,60962.5,60961.23,"297862002",205029787
"2024-04-17 19:46:20.363+00",840,"","buy",60945.2,60932.5,60921.89,"297862000",85664
"2024-04-17 19:46:20.337+00",6560,"","buy",60945.2,60958.5,60929.04,"297861999",205029785
"2024-04-17 19:46:20.337+00",1530,"","buy",60945.2,60957,60929.04,"297861998",205029784
"2024-04-17 19:46:20.337+00",1210,"","buy",60945.2,60955,60929.04,"297861997",205029783
"2024-04-17 19:46:20.337+00",5000,"","buy",60945.2,60949.5,60929.04,"297861996",205029782
"2024-04-17 19:46:20.318+00",700,"","buy",60944.8,60932.5,60921.49,"297861995",85663
"2024-04-17 19:46:20.255+00",990,"","buy",60944.8,60932.5,60921.49,"297861994",85662
"2024-04-17 19:46:20.178+00",1790,"","buy",60944.8,60932.5,60921.49,"297861993",85661
"2024-04-17 19:46:20.141+00",11000,"","buy",60944.8,60932.5,60921.49,"297861992",85660
"2024-04-17 19:46:20.138+00",2420,"","buy",60944.8,61967.5,61953.86,"297861991",1159547
"2024-04-17 19:46:20.132+00",2810,"","buy",60944.8,61967.5,61953.86,"297861990",1159546
"2024-04-17 19:46:20.131+00",1770,"","buy",60944.8,61967.5,61953.86,"297861989",1159545
"2024-04-17 19:46:20.128+00",4680,"","buy",60944.8,60932.5,60921.49,"297861988",85659
"2024-04-17 19:46:20.125+00",3000,"","buy",60944.8,61967.5,61953.86,"297861987",1159544
"2024-04-17 19:46:20.111+00",1200,"","buy",60944.8,60947.5,60928.64,"297861986",205029781
"2024-04-17 19:46:20.108+00",2440,"","buy",60944.8,60942.5,60928.64,"297861984",205029779
"2024-04-17 19:46:20.108+00",10,"","buy",60944.8,60943,60928.64,"297861985",205029780
"2024-04-17 19:46:20.1+00",1900,"","buy",60944.8,60942,60928.64,"297861982",205029777
"2024-04-17 19:46:20.1+00",22560,"","buy",60944.8,60942.5,60928.64,"297861983",205029778
"2024-04-17 19:46:20.098+00",3100,"","buy",60944.8,60942,60928.64,"297861981",205029776
"2024-04-17 19:46:20.08+00",3820,"","buy",60944.8,61002.5,60997.97,"297861980",304620
"2024-04-17 19:46:20.072+00",9800,"","buy",60944.8,61002.5,60997.97,"297861978",304618
"2024-04-17 19:46:20.072+00",1200,"","buy",60944.8,61002.5,60997.97,"297861979",304619
"2024-04-17 19:46:20.066+00",4610,"","buy",60944.8,60934,60928.64,"297861977",205029775
"2024-04-17 19:46:20.064+00",9290,"","buy",60944.8,60934,60928.64,"297861976",205029774
"2024-04-17 19:46:20.063+00",240,"","buy",60944.8,61002.5,60997.97,"297861975",304617
"2024-04-17 19:46:20.062+00",11100,"","buy",60944.8,60934,60928.64,"297861974",205029773
"2024-04-17 19:46:19.707+00",2210,"","sell",60944.8,60945.5,60928.64,"297861973",205029772
"2024-04-17 19:46:19.707+00",10,"","sell",60944.8,60945.5,60928.64,"297861972",205029771
"2024-04-17 19:46:17.455+00",330,"","sell",60952.38,63222.5,63210.7,"297861971",444674
"2024-04-17 19:46:16.229+00",28560,"","buy",60948.75,66500,66528.83,"297861970",26762
"2024-04-17 19:46:15.871+00",1320,"","buy",60942.51,60932,60924.83,"297861969",205029770
"2024-04-17 19:46:15.871+00",130,"","buy",60942.51,60931,60924.83,"297861968",205029769
"2024-04-17 19:46:15.862+00",80,"","buy",60942.51,60931,60924.83,"297861967",205029768
"2024-04-17 19:46:15.852+00",1100,"","buy",60942.51,60931,60924.83,"297861966",205029767
"2024-04-17 19:46:15.833+00",3510,"","buy",60942.51,60931,60924.83,"297861965",205029766
"2024-04-17 19:46:15.823+00",970,"","buy",60942.51,60931,60924.83,"297861964",205029765
"2024-04-17 19:46:15.773+00",1400,"","buy",60942.51,60931,60924.83,"297861963",205029764
"2024-04-17 19:46:13.772+00",5790,"","buy",60937.63,66480,66519.31,"297861961",26761
"2024-04-17 19:46:13.748+00",40000,"","buy",60937.63,66480,66519.31,"297861960",26760
"2024-04-17 19:46:13.684+00",70000,"","buy",60937.63,66480,66519.31,"297861959",26759
"2024-04-17 19:46:13.664+00",47250,"","buy",60937.63,66480,66519.31,"297861958",26758
"2024-04-17 19:46:12.269+00",120,"","sell",60921.01,60911.5,60901.47,"297861957",205029763
"2024-04-17 19:46:12.163+00",2690,"","buy",60907.61,60916.5,60888.07,"297861955",205029761
"2024-04-17 19:46:12.163+00",4650,"","buy",60907.61,60917,60888.07,"297861956",205029762
"2024-04-17 19:46:12.022+00",1490,"","buy",60907.61,60912.5,60888.07,"297861954",205029760
"2024-04-17 19:46:11.72+00",1170,"","buy",60907.61,60900,60888.27,"297861953",205029759
"2024-04-17 19:46:11.526+00",25000,"","buy",60907.61,60883.5,60888.27,"297861952",205029758
"2024-04-17 19:46:11.496+00",2350,"","buy",60907.61,60882.5,60888.27,"297861951",205029757
"2024-04-17 19:46:11.496+00",25000,"","buy",60907.61,60882.5,60888.27,"297861950",205029756
"2024-04-17 19:46:11.481+00",10000,"","sell",60907.61,60965,60958.8,"297861949",304616
"2024-04-17 19:46:04.932+00",70,"","sell",60926.56,60907.5,60908.85,"297861945",205029755
"2024-04-17 19:46:02.85+00",1080,"","buy",60920.79,60904,60903.26,"297861944",205029754
"2024-04-17 19:46:02.83+00",3560,"","buy",60920.79,60902.5,60903.26,"297861943",205029753
"2024-04-17 19:46:02.828+00",8610,"","buy",60920.79,60902.5,60903.26,"297861942",205029752
"2024-04-17 19:46:02.811+00",500,"","buy",60920.79,60902.5,60903.26,"297861941",205029751
"2024-04-17 19:46:01.457+00",10,"","sell",60923.46,60907.5,60900.21,"297861940",85658
"2024-04-17 19:45:46.72+00",4850,"","buy",60939.59,66500,66544.5,"297861939",26757
"2024-04-17 19:45:44.362+00",180,"","sell",60924.04,60918.5,60907.92,"297861938",205029750
"2024-04-17 19:45:43.874+00",2480,"","buy",60919.49,60916,60903.37,"297861937",205029749
"2024-04-17 19:45:43.874+00",7510,"","buy",60919.49,60916,60903.37,"297861936",205029748
"2024-04-17 19:45:43.822+00",2510,"","sell",60919.49,60977.5,60972.13,"297861934",304615
"2024-04-17 19:45:43.822+00",10,"","buy",60919.49,60899.5,60903.37,"297861935",205029747
"2024-04-17 19:45:43.793+00",7490,"","sell",60919.49,60977.5,60972.13,"297861933",304614
"2024-04-17 19:45:43.791+00",2510,"","buy",60919.49,60899.5,60903.37,"297861932",205029746
"2024-04-17 19:45:43.753+00",2510,"","sell",60919.49,60977.5,60972.13,"297861931",304613
"2024-04-17 19:45:41.335+00",10,"","sell",60925.12,60904.5,60909.6,"297861930",205029745
"2024-04-17 19:45:41.335+00",15000,"","sell",60925.12,60904.5,60909.6,"297861928",205029743
"2024-04-17 19:45:41.335+00",10,"","sell",60925.12,60904.5,60909.6,"297861929",205029744
"2024-04-17 19:45:32.203+00",6080,"","sell",60939.55,60927,60925.84,"297861927",205029742
"2024-04-17 19:45:29.497+00",820,"","buy",60943.76,60997.5,60998.62,"297861926",304612
"2024-04-17 19:45:29.434+00",920,"","buy",60943.76,60997.5,60998.62,"297861925",304611
"2024-04-17 19:45:27.288+00",10,"","sell",60962.2,60951,60948.92,"297861924",205029741
"2024-04-17 19:45:27.282+00",1860,"","sell",60962.2,60951,60948.94,"297861923",205029740
"2024-04-17 19:45:26.939+00",6930,"","buy",60962.2,60951.5,60948.94,"297861921",205029738
"2024-04-17 19:45:26.939+00",7460,"","buy",60962.2,60951.5,60948.94,"297861922",205029739
"2024-04-17 19:45:25.593+00",6480,"","buy",60967.21,60959.5,60953.85,"297861919",205029736
"2024-04-17 19:45:25.593+00",7910,"","buy",60967.21,60959.5,60953.85,"297861920",205029737
"2024-04-17 19:45:24.882+00",10,"","buy",60967.21,60942.5,60945.71,"297861918",85657
"2024-04-17 19:45:23.065+00",18520,"","buy",60955.93,60959.5,60941.46,"297861917",205029735
"2024-04-17 19:45:23.065+00",10,"","buy",60955.93,60953.5,60941.46,"297861914",205029732
"2024-04-17 19:45:23.065+00",50,"","buy",60955.93,60955,60941.46,"297861915",205029733
"2024-04-17 19:45:23.065+00",2840,"","buy",60955.93,60957,60941.46,"297861916",205029734
"2024-04-17 19:45:22.378+00",30,"","buy",60954.69,60941.5,60940.22,"297861913",205029731
"2024-04-17 19:45:22.277+00",5180,"","sell",60954.69,63222.5,63211.86,"297861912",444673
"2024-04-17 19:45:22.266+00",3710,"","sell",60954.69,63222.5,63211.86,"297861911",444672
"2024-04-17 19:45:22.205+00",3980,"","buy",60954.69,60941.5,60940.19,"297861910",205029730
"2024-04-17 19:45:22.203+00",11150,"","buy",60954.69,60941.5,60940.19,"297861909",205029729
"2024-04-17 19:45:22.2+00",7160,"","buy",60954.69,60941.5,60940.19,"297861908",205029728
"2024-04-17 19:45:22.2+00",2980,"","buy",60954.69,60941.5,60940.19,"297861907",205029727
"2024-04-17 19:45:21.968+00",600,"","buy",60954.69,60941.5,60940.19,"297861906",205029726
"2024-04-17 19:45:21.949+00",600,"","sell",60954.69,61020,61008.75,"297861905",304610
"2024-04-17 19:45:21.624+00",21420,"","buy",60950.99,60941.5,60936.49,"297861904",205029725
"2024-04-17 19:45:19.534+00",170,"","sell",60941.8,60941,60926.96,"297861903",205029724
"2024-04-17 19:45:19.257+00",10,"","sell",60941.8,60940.5,60926.96,"297861902",205029723
"2024-04-17 19:45:19.211+00",750,"","buy",60941.8,60935,60926.7,"297861901",205029722
"2024-04-17 19:45:19.18+00",2390,"","buy",60941.8,60935,60926.7,"297861900",205029721
"2024-04-17 19:45:19.131+00",200,"","buy",60941.8,60935,60926.7,"297861899",205029720
"2024-04-17 19:45:19.066+00",2450,"","buy",60941.8,60935,60926.7,"297861898",205029719
"2024-04-17 19:45:14.923+00",1060,"","buy",60932.6,60918,60916.1,"297861895",205029716
"2024-04-17 19:45:14.923+00",310,"","buy",60932.6,60918,60916.1,"297861896",205029717
"2024-04-17 19:45:14.923+00",220,"","buy",60932.6,60918,60916.1,"297861897",205029718
"2024-04-17 19:45:14.739+00",1390,"","buy",60932.6,60918,60916.1,"297861894",205029715
"2024-04-17 19:45:14.732+00",510,"","buy",60932.6,60918,60916.1,"297861893",205029714
"2024-04-17 19:45:13.103+00",200,"","buy",60925.63,60906,60908.63,"297861892",205029713
