"pre_tx_ob_ts","tx_ts","post_tx_ob_ts","trade_seq","trade_id","instrument_name","currency","expiration","strike","putcall","block_trade_id","liquidation","direction","tick_direction","tx_amount","tx_iv","cash_iv","price","price_usd","index_price","underlying_price","volume_24h","high_24h","low_24h","pre_tx_bb_size","pre_tx_bb_price","pre_tx_bb_iv","pre_tx_mid_iv","pre_tx_mid_price","pre_tx_mark_iv","pre_tx_mark_price","pre_tx_ba_iv","pre_tx_ba_price","pre_tx_ba_size","post_tx_bb_size","post_tx_bb_price","post_tx_bb_iv","post_tx_mid_iv","post_tx_mid_price","post_tx_mark_iv","post_tx_mark_price","post_tx_ba_iv","post_tx_ba_price","post_tx_ba_size","delta","gamma","theta","vega","rho","pre_tx_oi","post_tx_oi","oi_change","dbt_dir","gvol_dir","max_score_perc" 
"2024-04-17 18:18:54.653","2024-04-17 18:19:12.417","2024-04-17 18:19:12.417","1693","297848476","BTC-26APR24-71000-C","BTC","2024-04-26 08:00:00",71000,"C",,,"sell","ZeroPlus",0.1,74.66,0.1,0.0065,400.66,61640.81,61699.14,87.6,0.011,0.0045,92.4,0.006,73.03,74.65,0.0065,74.94,0.0066,76.28,0.007,122.3,91.4,0.006,73.01,74.63,0.0065,74.93,0.0066,76.25,0.007,122.3,0.1219,3e-05,-83.5954,19.12286,1.6706,1304.1,1304.1,0,-1,-1,44
"2024-04-17 18:18:56.667","2024-04-17 18:19:09.401","2024-04-17 18:19:09.401","154","297848440","BTC-18APR24-56000-P","BTC","2024-04-18 08:00:00",56000,"P",,,"sell","ZeroMinus",0.3,121.79,0,0.0004,24.65,61637.92,61629.5375,103.8,0.0021,0.0002,39.1,0.0002,109.9,118.05,0.00035,118.76,0.0003,126.21,0.0005,0.8,0.9,0.0004,121.79,124.03,0.00045,118.81,0.0003,126.28,0.0005,0.8,-0.0195,2e-05,-21.0313,1.15625,-0.0191,115.2,116.3,1,-1,1,77
"2024-04-17 18:18:56.667","2024-04-17 18:19:09.401","2024-04-17 18:19:09.401","155","297848441","BTC-18APR24-56000-P","BTC","2024-04-18 08:00:00",56000,"P",,,"sell","ZeroMinus",0.1,121.79,0,0.0004,24.65,61637.92,61629.5375,103.8,0.0021,0.0002,39.1,0.0002,109.9,118.05,0.00035,118.76,0.0003,126.21,0.0005,0.8,0.9,0.0004,121.79,124.03,0.00045,118.81,0.0003,126.28,0.0005,0.8,-0.0195,2e-05,-21.0313,1.15625,-0.0191,115.2,116.3,1,-1,1,77
"2024-04-17 18:18:56.667","2024-04-17 18:19:05.216","2024-04-17 18:19:05.216","153","297848435","BTC-18APR24-56000-P","BTC","2024-04-18 08:00:00",56000,"P",,,"sell","ZeroMinus",0.3,121.57,122.1,0.0004,24.65,61631.92,61616.7861,103.5,0.0021,0.0002,39.1,0.0002,109.9,118.05,0.00035,118.76,0.0003,126.21,0.0005,0.8,1.3,0.0004,121.57,123.81,0.00045,118.78,0.0003,126.05,0.0005,0.8,-0.0197,2e-05,-21.2468,1.16534,-0.0193,115.2,115.9,0.7,-1,1,77
"2024-04-17 18:18:56.667","2024-04-17 18:19:01.224","2024-04-17 18:19:01.224","152","297848433","BTC-18APR24-56000-P","BTC","2024-04-18 08:00:00",56000,"P",,,"sell","ZeroMinus",0.4,121.59,122.1,0.0004,24.65,61632.41,61618.384,103.1,0.0021,0.0002,39.1,0.0002,109.9,118.05,0.00035,118.76,0.0003,126.21,0.0005,0.8,0.6,0.0004,121.59,123.83,0.00045,118.77,0.0003,126.08,0.0005,0.8,-0.0196,2e-05,-21.1945,1.16332,-0.0192,115.2,115.6,0.3,-1,1,77
"2024-04-17 18:18:53.32","2024-04-17 18:18:53.324","2024-04-17 18:18:53.324","286","297848426","BTC-26APR24-53000-C","BTC","2024-04-26 08:00:00",53000,"C",,,"sell","MinusTick",0.1,84.18,88.1,0.148,9122.69,61639.85,61699.57,0,,,0.1,0.148,84.18,88.33,0.14925,83.83,0.1479,92.49,0.1505,67.8,67.7,0.1445,69.97,81.23,0.1475,83.83,0.1479,92.49,0.1505,67.8,0.8938,2e-05,-84.7267,17.3238,10.8069,142.4,142.4,0,-1,1,55
"2024-04-17 18:18:12.755","2024-04-17 18:18:28.091","2024-04-17 18:18:34.513","168","297848390","BTC-18APR24-63000-C","BTC","2024-04-18 08:00:00",63000,"C",,,"buy","ZeroMinus",0.1,68.93,inf,0.0032,197.2,61627.79,61627.3643,47.9,0.024,0.001,48.4,0.0028,65.46,67.24,0.003,72.62,0.0036,69.03,0.0032,0.7,0.8,0.003,66.63,67.95,0.00315,72.61,0.0037,69.27,0.0033,1.1,0.2256,0.00017,-227.5033,7.31693,0.2136,31.5,31.6,0.1,1,-1,11
"2024-04-17 18:18:12.895","2024-04-17 18:18:23.131","2024-04-17 18:18:34.513","105","297848386","BTC-18APR24-60500-P","BTC","2024-04-18 08:00:00",60500,"P",,,"sell","ZeroMinus",0.1,80.47,0,0.0055,338.96,61629.18,61627.3643,74,0.018,0.002,12.4,0.0055,79.74,83.46,0.006,82.62,0.0059,87.18,0.0065,52.8,11.3,0.0055,80.58,82.46,0.00575,82.67,0.0058,84.34,0.006,0.1,-0.2804,0.00017,-339.1713,8.20576,-0.2755,47.1,47.2,0.1,-1,-1,100
"2024-04-17 18:18:13.046","2024-04-17 18:18:19.724","2024-04-17 18:18:34.513","158","297848377","BTC-18APR24-64000-C","BTC","2024-04-18 08:00:00",64000,"C",,,"sell","MinusTick",0.1,73.76,inf,0.0014,86.31,61651.23,61627.3643,73.4,0.018,0.0005,0.9,0.001,68.6,71.68,0.0012,72.78,0.0013,74.76,0.0014,2.7,0.9,0.001,68.14,71.9,0.00125,72.76,0.0013,75.67,0.0015,14.5,0.0969,0.0001,-79.8624,4.17794,0.092,48.5,48.4,-0.1,-1,1,77
"2024-04-17 18:18:12.755","2024-04-17 18:18:16.787","2024-04-17 18:18:34.513","167","297848371","BTC-18APR24-63000-C","BTC","2024-04-18 08:00:00",63000,"C",,,"buy","ZeroMinus",0.1,68.58,inf,0.0032,197.23,61634.72,61627.3643,47.9,0.024,0.001,48.4,0.0028,65.46,67.24,0.003,72.62,0.0036,69.03,0.0032,0.7,0.8,0.003,66.63,67.95,0.00315,72.61,0.0037,69.27,0.0033,1.1,0.2256,0.00017,-227.5033,7.31693,0.2136,31.5,31.6,0.1,1,-1,11
"2024-04-17 18:18:12.755","2024-04-17 18:18:16.768","2024-04-17 18:18:34.513","166","297848370","BTC-18APR24-63000-C","BTC","2024-04-18 08:00:00",63000,"C",,,"buy","ZeroMinus",0.2,68.58,inf,0.0032,197.23,61634.72,61627.3643,47.9,0.024,0.001,48.4,0.0028,65.46,67.24,0.003,72.62,0.0036,69.03,0.0032,0.7,0.8,0.003,66.63,67.95,0.00315,72.61,0.0037,69.27,0.0033,1.1,0.2256,0.00017,-227.5033,7.31693,0.2136,31.5,31.6,0.1,1,-1,11
"2024-04-17 18:18:10.866","2024-04-17 18:18:15.287","2024-04-17 18:18:34.512","1429","297848367","BTC-26APR24-64000-C","BTC","2024-04-26 08:00:00",64000,"C",,,"buy","MinusTick",1,70.43,71.1,0.0275,1694.43,61615.66,61699.83,366.6,0.046,0.021,32.7,0.027,69.5,69.92,0.02725,70.63,0.0276,70.35,0.0275,1,37.7,0.027,69.25,70.1,0.0275,70.61,0.0278,70.96,0.028,16.2,0.3881,6e-05,-149.2313,36.22467,5.2202,1140.2,1139.2,-1,1,-1,55
"2024-04-17 18:18:12.755","2024-04-17 18:18:15.135","2024-04-17 18:18:34.513","165","297848366","BTC-18APR24-63000-C","BTC","2024-04-18 08:00:00",63000,"C",,,"buy","MinusTick",0.3,69.36,inf,0.0032,197.17,61615.66,61627.3643,47.9,0.024,0.001,48.4,0.0028,65.46,67.24,0.003,72.62,0.0036,69.03,0.0032,0.7,0.8,0.003,66.63,67.95,0.00315,72.61,0.0037,69.27,0.0033,1.1,0.2256,0.00017,-227.5033,7.31693,0.2136,31.5,31.6,0.1,1,-1,11
"2024-04-17 18:17:51.497","2024-04-17 18:18:01.2","2024-04-17 18:18:01.353","487","297848285","BTC-31MAY24-59000-P","BTC","2024-05-31 08:00:00",59000,"P",,,"sell","MinusTick",0.1,69.52,0,0.0695,4279.13,61570.34,62225.74,102.5,0.085,0.0545,14.9,0.0695,69.39,69.96,0.07025,69.83,0.0701,70.54,0.071,60.5,36.3,0.069,69.16,69.74,0.06975,69.84,0.0699,70.32,0.0705,22.1,-0.3664,3e-05,-64.8475,80.91763,-32.4104,202.8,202.8,0,-1,-1,100
"2024-04-17 18:17:51.28","2024-04-17 18:17:52.401","2024-04-17 18:17:52.401","3458","297848267","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","ZeroPlus",0.2,72.6,72.1,0.032,1969.41,61544.36,61601.98,618.5,0.047,0.02,10.1,0.0315,71.71,72.13,0.03175,72.27,0.0318,72.56,0.032,21.9,10.1,0.0315,71.74,72.17,0.03175,72.27,0.0318,72.6,0.032,20.7,-0.3846,6e-05,-152.0819,36.07353,-6.024,1727,1727.2,0.2,1,1,100
"2024-04-17 18:17:27.433","2024-04-17 18:17:30.807","2024-04-17 18:17:33.078","3457","297848243","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","ZeroPlus",0.3,72.43,72.1,0.032,1968.88,61527.58,61602.23,618.5,0.047,0.02,10.1,0.0315,71.71,72.14,0.03175,72.27,0.0318,72.57,0.032,21.2,10.1,0.0315,71.75,72.17,0.03175,72.27,0.0319,72.6,0.032,20.9,-0.3846,6e-05,-152.0933,36.07344,-6.0239,1726.7,1727,0.2,1,1,100
"2024-04-17 18:17:14.325","2024-04-17 18:17:16.062","2024-04-17 18:17:22.205","1024","297848228","BTC-19APR24-62000-P","BTC","2024-04-19 08:00:00",62000,"P",,,"sell","PlusTick",1,72.88,0,0.0235,1446.04,61534.04,61510.79,96.5,0.0415,0.0085,21.4,0.0225,69.12,72.01,0.02325,73.25,0.0237,74.91,0.024,11.6,25.7,0.0225,69.44,72.33,0.02325,73.25,0.0235,75.23,0.024,14.9,-0.5559,0.00013,-371.5744,15.94309,-1.5346,453.8,454.8,1,-1,1,33
"2024-04-17 18:17:09.906","2024-04-17 18:17:11.575","2024-04-17 18:17:11.575","649","297848214","BTC-31MAY24-105000-C","BTC","2024-05-31 08:00:00",105000,"C",,,"sell","MinusTick",2.4,80.71,82.1,0.0042,258.41,61527.64,62180.65,12.3,0.0055,0.004,2.4,0.0042,80.7,81.34,0.0044,81.19,0.0044,81.98,0.0046,11.1,31.1,0.0041,80.38,80.54,0.00415,81.19,0.0044,80.71,0.0042,2.6,0.042,1e-05,-17.9644,19.28074,2.7987,209.3,211.5,2.1,-1,1,100
"2024-04-17 18:16:41.695","2024-04-17 18:16:44.35","2024-04-17 18:16:46.025","1753","297848164","BTC-26APR24-68000-C","BTC","2024-04-26 08:00:00",68000,"C",,,"sell","MinusTick",1,71.09,71.6,0.0115,708.47,61606.62,61678.96,121.6,0.023,0.008,90.7,0.0115,71.24,71.82,0.01175,72.02,0.0118,72.4,0.012,5,89.7,0.0115,70.92,71.5,0.01175,72.02,0.0119,72.08,0.012,4,0.2036,4e-05,-112.363,26.74601,2.7756,764.1,765.1,1,-1,-1,100
"2024-04-17 18:16:05.242","2024-04-17 18:16:36.746","2024-04-17 18:16:36.746","372","297848152","BTC-28JUN24-54000-C","BTC","2024-06-28 08:00:00",54000,"C",,,"sell","MinusTick",0.2,71.18,451.0999,0.198,12193.58,61583.77,62626.95,0,,,1.7,0.1955,69.22,70.6,0.1975,70.97,0.1981,71.99,0.1995,1.7,1.7,0.1955,69.45,70.83,0.1975,70.97,0.1976,72.21,0.1995,1.7,0.7352,2e-05,-45.0156,90.79325,66.0116,291.7,291.5,-0.1,-1,1,55
"2024-04-17 18:16:06.001","2024-04-17 18:16:36.613","2024-04-17 18:16:36.613","104","297848151","BTC-18APR24-60500-P","BTC","2024-04-18 08:00:00",60500,"P",,,"sell","ZeroMinus",0.1,78.56,79.6,0.0055,338.73,61588.36,61571.7873,73.8,0.018,0.002,10.1,0.0055,79.88,83.59,0.006,82.99,0.0059,87.31,0.0065,49.7,34.1,0.0055,78.56,82.25,0.006,82.95,0.0061,85.95,0.0065,43.5,-0.2906,0.00017,-346.3061,8.34928,-0.2861,47,47.1,0.1,-1,-1,100
"2024-04-17 18:16:03.768","2024-04-17 18:16:29.844","2024-04-17 18:16:29.844","1692","297848148","BTC-26APR24-71000-C","BTC","2024-04-26 08:00:00",71000,"C",,,"sell","ZeroPlus",0.1,74.93,75.1,0.0065,400.3,61584.91,61652.06,87.5,0.011,0.0045,91.3,0.006,72.98,74.6,0.0065,75.07,0.0066,76.23,0.007,86.4,62.4,0.006,73.28,74.9,0.0065,75.05,0.0065,76.53,0.007,117.4,0.121,3e-05,-83.2378,19.0139,1.6577,1304.1,1304.1,0,-1,-1,22
"2024-04-17 18:16:04.481","2024-04-17 18:16:22.559","2024-04-17 18:16:22.559","3456","297848139","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","ZeroPlus",0.5,72.98,72.6,0.032,1970.59,61581.12,61635.77,617.7,0.047,0.02,8.5,0.031,71.94,72.37,0.03125,72.28,0.0311,72.8,0.0315,21.4,29.3,0.031,71.27,72.12,0.0315,72.28,0.0316,72.98,0.032,37.7,-0.3827,6e-05,-151.9565,36.0439,-5.998,1726.7,1726.7,0,1,1,100
"2024-04-17 18:16:04.481","2024-04-17 18:16:16.068","2024-04-17 18:16:20.015","3455","297848006","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","PlusTick",0.5,73.27,74.1,0.032,1969.97,61561.78,61638.39,617.7,0.047,0.02,8.5,0.031,71.94,72.37,0.03125,72.28,0.0311,72.8,0.0315,21.4,44.8,0.031,71.3,72.15,0.0315,72.28,0.0316,73.01,0.032,24.9,-0.3826,6e-05,-151.9466,36.04131,-5.9959,1726.7,1726.7,0,1,1,100
"2024-04-17 18:15:41.905","2024-04-17 18:16:04.39","2024-04-17 18:16:04.39","3454","297847903","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"sell","ZeroPlus",1,72.03,72.1,0.031,1910.55,61630.73,61702.37,616.2,0.047,0.02,16.2,0.0305,71.43,71.86,0.03075,72.3,0.031,72.29,0.031,16.6,8.5,0.031,72.03,72.46,0.03125,72.28,0.0311,72.89,0.0315,22.4,-0.379,6e-05,-151.6784,35.97646,-5.9443,1722.8,1726.7,3.9,-1,1,22
"2024-04-17 18:15:49.342","2024-04-17 18:16:00.447","2024-04-17 18:16:00.448","1934","297847889","BTC-26APR24-73000-C","BTC","2024-04-26 08:00:00",73000,"C",,,"sell","PlusTick",1,77.72,78.1,0.0046,283.45,61619.58,61683.98,45.3,0.007,0.003,33,0.0043,76.27,77.09,0.0045,77.59,0.0046,77.92,0.0047,0.2,4,0.0043,76.48,77.3,0.0045,77.59,0.0046,78.13,0.0047,5.2,0.0873,2e-05,-67.9503,15.01515,1.1995,877.7,877.7,0,-1,1,66
"2024-04-17 18:15:41.905","2024-04-17 18:15:55.171","2024-04-17 18:15:55.171","3452","297847886","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","PlusTick",1,72.19,72.1,0.031,1910.66,61634.4,61715.82,611.3,0.047,0.02,16.2,0.0305,71.43,71.86,0.03075,72.3,0.031,72.29,0.031,16.6,34.3,0.0305,71.33,71.76,0.03075,72.28,0.0311,72.19,0.031,11.7,-0.3783,6e-05,-151.6236,35.9625,-5.9335,1722.8,1726.7,3.9,1,1,66
"2024-04-17 18:15:41.905","2024-04-17 18:15:55.171","2024-04-17 18:15:55.171","3453","297847887","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","ZeroPlus",3.9,72.19,72.1,0.031,1910.66,61634.4,61715.82,611.3,0.047,0.02,16.2,0.0305,71.43,71.86,0.03075,72.3,0.031,72.29,0.031,16.6,34.3,0.0305,71.33,71.76,0.03075,72.28,0.0311,72.19,0.031,11.7,-0.3783,6e-05,-151.6236,35.9625,-5.9335,1722.8,1726.7,3.9,1,1,66
"2024-04-17 18:15:41.956","2024-04-17 18:15:46.762","2024-04-17 18:15:47.815","1724","297847855","BTC-26APR24-61000-P","BTC","2024-04-26 08:00:00",61000,"P",,,"sell","PlusTick",0.5,70.89,70.6,0.0375,2311.97,61652.67,61717.98,143.1,0.0535,0.023,59.8,0.037,70.15,71.39,0.03775,71.61,0.0379,72.64,0.0385,32.8,60.9,0.037,70.06,71.3,0.03775,71.61,0.038,72.55,0.0385,38.8,-0.4358,6e-05,-155.5558,37.24417,-6.8673,615.3,614.8,-0.5,-1,-1,100
"2024-04-17 18:15:41.956","2024-04-17 18:15:46.762","2024-04-17 18:15:47.815","1725","297847856","BTC-26APR24-61000-P","BTC","2024-04-26 08:00:00",61000,"P",,,"sell","ZeroPlus",0.5,70.89,70.6,0.0375,2311.97,61652.67,61717.98,143.1,0.0535,0.023,59.8,0.037,70.15,71.39,0.03775,71.61,0.0379,72.64,0.0385,32.8,60.9,0.037,70.06,71.3,0.03775,71.61,0.038,72.55,0.0385,38.8,-0.4358,6e-05,-155.5558,37.24417,-6.8673,615.3,614.8,-0.5,-1,-1,100
"2024-04-17 18:15:26.772","2024-04-17 18:15:29.729","2024-04-17 18:15:39.964","334","297847830","BTC-18APR24-60000-P","BTC","2024-04-18 08:00:00",60000,"P",,,"sell","ZeroMinus",0.1,87.63,87.6,0.0041,252.92,61689.3,61678.9315,191.9,0.015,0.0014,1.2,0.0041,88.03,88.47,0.00415,88.2,0.0041,88.91,0.0042,0.1,1.1,0.0041,87.22,88.96,0.0043,88.19,0.0043,90.71,0.0045,4.4,-0.2096,0.00013,-259.7118,7.03055,-0.2067,171,171,0,-1,-1,88
"2024-04-17 18:15:23.922","2024-04-17 18:15:23.926","2024-04-17 18:15:23.926","309","297847818","BTC-31MAY24-84000-C","BTC","2024-05-31 08:00:00",84000,"C",,,"sell","PlusTick",0.1,73.65,75.6,0.0175,1079.81,61703.44,62363.35,26.9,0.0205,0.015,0.1,0.0175,73.65,73.96,0.01775,73.62,0.0174,74.27,0.018,71.5,19.5,0.017,73.02,73.64,0.0175,73.62,0.0174,74.27,0.018,71.5,0.1482,1e-05,-42.1163,49.85644,9.7388,492.4,492.3,0,-1,1,55
"2024-04-17 18:15:02.904","2024-04-17 18:15:22.917","2024-04-17 18:15:22.917","1114","297847811","BTC-19APR24-58000-P","BTC","2024-04-19 08:00:00",58000,"P",,,"sell","MinusTick",0.1,90.29,0,0.0045,277.65,61700.84,61660.11,179.2,0.0117,0.0022,8,0.0045,89.71,91.35,0.00475,92.24,0.0049,92.99,0.005,24.9,7.9,0.0045,90.29,91.94,0.00475,92.21,0.0048,93.59,0.005,31.3,-0.1488,6e-05,-275.2607,9.39086,-0.4083,632.5,632.5,0,-1,-1,100
"2024-04-17 18:15:02.95","2024-04-17 18:15:10.959","2024-04-17 18:15:10.959","2035","297847797","BTC-26APR24-74000-C","BTC","2024-04-26 08:00:00",74000,"C",,,"sell","ZeroPlus",0.1,78.72,0.1,0.0038,234.19,61629.4,61692.91,70,0.0055,0.0025,0.3,0.0038,78.6,79.28,0.00395,79.08,0.0039,79.97,0.0041,15,0.1,0.0038,78.72,79.18,0.0039,79.08,0.0039,79.64,0.004,15,0.0748,2e-05,-61.6597,13.36914,1.029,858.4,858.2,-0.1,-1,-1,100
"2024-04-17 18:15:02.95","2024-04-17 18:15:10.758","2024-04-17 18:15:10.758","2034","297847795","BTC-26APR24-74000-C","BTC","2024-04-26 08:00:00",74000,"C",,,"sell","ZeroPlus",0.1,78.72,0.1,0.0038,234.19,61629.4,61692.91,70,0.0055,0.0025,0.3,0.0038,78.6,79.28,0.00395,79.08,0.0039,79.97,0.0041,15,0.2,0.0038,78.72,79.18,0.0039,79.08,0.0039,79.64,0.004,12,0.0748,2e-05,-61.6597,13.36914,1.029,858.4,858.3,-0.1,-1,-1,100
"2024-04-17 18:15:00.17","2024-04-17 18:15:01.907","2024-04-17 18:15:01.907","3","297847768","BTC-20APR24-54000-P","BTC","2024-04-20 08:00:00",54000,"P",,,"sell","MinusTick",0.1,103.92,104.1,0.0023,141.79,61651.4,61642.0557,25.1,0.0037,0.0021,0.1,0.0023,103.9,104.89,0.0024,103.67,0.0023,105.88,0.0025,10.3,6.3,0.002,100.78,103.33,0.00225,103.67,0.0023,105.89,0.0025,10.3,-0.0588,2e-05,-122.3883,6.07499,-0.2657,25.1,25.1,0,-1,1,66
"2024-04-17 18:14:58.846","2024-04-17 18:15:00.957","2024-04-17 18:15:00.957","2033","297847759","BTC-26APR24-74000-C","BTC","2024-04-26 08:00:00",74000,"C",,,"sell","ZeroPlus",0.1,78.58,79.1,0.0038,234.29,61656.16,61719.9,69.9,0.0055,0.0025,0.4,0.0038,78.55,79.23,0.00395,79.09,0.0039,79.92,0.0041,17,0.3,0.0038,78.58,79.26,0.00395,79.08,0.0039,79.95,0.0041,17,0.0754,2e-05,-62.0237,13.447,1.0366,858.5,858.4,-0.1,-1,-1,100
"2024-04-17 18:14:49.672","2024-04-17 18:14:53.998","2024-04-17 18:14:53.998","877","297847717","BTC-19APR24-65000-C","BTC","2024-04-19 08:00:00",65000,"C",,,"sell","ZeroPlus",1.7,73.37,73.1,0.0034,209.67,61670.47,61648.86,380.1,0.017,0.0017,1.7,0.0034,73.27,73.6,0.00345,72.56,0.0033,73.94,0.0035,16.6,4,0.003,70.58,72.31,0.00325,72.63,0.0033,74.05,0.0035,16.6,0.1386,8e-05,-203.4633,8.94955,0.3596,504.3,506,1.6,-1,1,11
"2024-04-17 18:14:45.997","2024-04-17 18:14:50.918","2024-04-17 18:14:50.918","333","297847713","BTC-18APR24-60000-P","BTC","2024-04-18 08:00:00",60000,"P",,,"sell","ZeroMinus",0.1,86.89,87.6,0.0041,252.87,61677.55,61669.8198,191.7,0.015,0.0014,1.3,0.0041,87.32,89.06,0.0043,88.21,0.0042,90.81,0.0045,4.6,1.2,0.0041,86.89,88.63,0.0043,88.21,0.0043,90.37,0.0045,4.6,-0.211,0.00013,-262.15,7.06145,-0.2083,170.9,171,0,-1,-1,100
"2024-04-17 18:14:49.667","2024-04-17 18:14:49.672","2024-04-17 18:14:49.672","876","297847712","BTC-19APR24-65000-C","BTC","2024-04-19 08:00:00",65000,"C",,,"sell","PlusTick",0.3,73.27,73.1,0.0034,209.7,61679.08,61655.71,379.8,0.017,0.0017,2,0.0034,73.27,73.6,0.00345,72.56,0.0033,73.94,0.0035,16.6,1.7,0.0034,73.27,73.6,0.00345,72.56,0.0033,73.94,0.0035,16.6,0.1389,8e-05,-203.1871,8.96267,0.3604,504,504.3,0.3,-1,1,11
"2024-04-17 18:14:41.847","2024-04-17 18:14:42.068","2024-04-17 18:14:47.899","3451","297847705","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","MinusTick",0.3,71.85,71.1,0.0305,1881.61,61692.24,61746.52,611.3,0.047,0.02,62.2,0.03,70.99,71.85,0.0305,72.35,0.031,72.71,0.031,25.3,72.9,0.03,70.81,71.67,0.0305,72.34,0.0308,72.53,0.031,22.6,-0.3766,6e-05,-151.6085,35.93336,-5.9106,1723.1,1722.8,-0.2,1,-1,33
"2024-04-17 18:13:36.391","2024-04-17 18:14:10.232","2024-04-17 18:14:12.648","90","297847609","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.76,73.6,0.094,5805.04,61755.81,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:10.041","2024-04-17 18:14:12.648","89","297847606","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.76,73.6,0.094,5805.04,61755.81,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:09.425","2024-04-17 18:14:12.648","88","297847602","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.2,70.76,73.6,0.094,5806.07,61766.79,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:09.287","2024-04-17 18:14:12.648","87","297847601","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.76,73.6,0.094,5806.07,61766.79,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:09.14","2024-04-17 18:14:12.648","86","297847600","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.76,73.6,0.094,5806.07,61766.79,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:08.842","2024-04-17 18:14:12.648","85","297847599","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.75,73.6,0.094,5806.07,61766.79,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:08.823","2024-04-17 18:14:12.648","84","297847598","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.75,73.6,0.094,5806.07,61766.79,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
"2024-04-17 18:13:36.391","2024-04-17 18:14:08.7","2024-04-17 18:14:12.648","83","297847597","BTC-3MAY24-58000-C","BTC","2024-05-03 08:00:00",58000,"C",,,"sell","ZeroPlus",0.1,70.75,73.6,0.094,5806.07,61766.79,61935.602,53,0.12,0.0785,4.7,0.0915,68.11,70.54,0.09325,71.9,0.0942,72.97,0.095,6,4.7,0.093,69.7,71.43,0.09425,71.89,0.0946,73.17,0.0955,4.7,0.6971,4e-05,-103.1036,44.66887,15.9248,11.7,10.8,-0.8,-1,1,11
